LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC,COLLATERAL,L_P_RATIO,L_C_RATIO,C_P_RATIO,HIGH_DEBTINC_FLAG,HAS_DEROG
15000,62000.0,94575.0,HomeImp,ProfExe,23.0,0.0,0.0,238.4,1.0,24.0,34.818261819,32575.0,0.1586042823156225,0.4604758250191865,0.3444356330954269,0,0
15600,27599.0,47615.0,HomeImp,Other,10.0,0.0,0.0,90.327628204,1.0,12.0,29.674749569,20016.0,0.32762784836711123,0.7793764988009593,0.42037173159718577,0,0
28200,58232.0,97555.0,DebtCon,Other,17.0,0.0,1.0,130.45076488,0.0,29.0,38.092730303,39323.0,0.2890677053969556,0.7171375530859803,0.4030854389831377,0,0
8700,76008.0,95976.0,DebtCon,ProfExe,0.0,0.0,0.0,173.46666667,1.0,20.0,30.022245155,19968.0,0.09064766191547886,0.43569711538461536,0.20805201300325082,0,0
41400,231128.05999999994,289635.4099999999,HomeImp,ProfExe,1.0,0.0,0.0,292.13598502,4.0,15.0,40.772058491,109249.0,0.08774402482265746,0.3789508370786003,0.23154461275001217,0,0
12300,114035.0,137208.0,DebtCon,ProfExe,15.0,0.0,1.0,173.71432273,0.0,33.0,32.056072286,23173.0,0.08964491866363478,0.5307901437017218,0.16888956912133404,0,0
28000,58002.0,86427.0,DebtCon,Other,9.0,0.0,1.0,129.57535197,2.0,29.0,39.362693216,28425.0,0.32397283256389786,0.9850483729111698,0.3288902773438856,0,0
11300,61810.0,79817.0,DebtCon,Office,6.0,0.0,0.0,98.224144195,1.0,14.0,25.52507894,18007.0,0.141573850182292,0.6275337368801022,0.22560356816217098,0,0
12300,79838.0,85209.0,DebtCon,ProfExe,8.0,0.0,0.0,173.83862388,0.0,11.0,37.824470796,5371.0,0.14435094884343203,2.2900763358778624,0.06303324766163199,0,0
22300,133995.0,281186.0,HomeImp,Mgr,2.0,0.0,0.0,181.15398818,0.0,15.0,28.899299611,113310.33999999991,0.07930693562268391,0.15150382835907086,0.5234648951228013,0,0
15000,116400.0,146450.0,DebtCon,Other,17.5,0.0,1.0,255.66666667,1.0,29.0,34.818261819,30050.0,0.10242403550699898,0.49916805324459235,0.20518948446568794,0,0
13200,71775.0,80480.0,DebtCon,Other,0.0,0.0,0.0,240.64357656,3.0,25.0,29.267992416,8705.0,0.16401590457256462,1.5163699023549684,0.10816351888667992,0,0
6400,28041.0,33438.0,DebtCon,Other,1.0,1.0,0.0,10.42564285,8.0,6.0,29.753700283,5397.0,0.19139900711765057,1.1858439874004076,0.16140319397093128,0,1
15900,101412.0,119751.0,DebtCon,Other,9.0,0.0,0.0,299.95309804,2.0,18.0,30.1768704,18339.0,0.13277550918155173,0.8670047439882218,0.15314277125034448,0,0
5700,80437.0,109647.0,HomeImp,ProfExe,9.5,0.0,0.0,104.4,0.0,14.0,34.818261819,29210.0,0.05198500642972448,0.19513865114686751,0.2664003575109214,0,0
12800,79151.0,110583.0,DebtCon,Other,4.0,0.0,0.0,79.371384496,1.0,13.0,33.586691632,31432.0,0.1157501605129179,0.4072283023670145,0.284238987909534,0,0
13500,44586.0,73764.0,DebtCon,Other,2.0,0.0,0.0,263.93117074,0.0,21.0,29.96620202,29178.0,0.18301610541727673,0.4626773596545342,0.3955588091752074,0,0
9000,50170.0,64309.0,DebtCon,Mgr,7.0,0.0,3.0,120.43122609,2.0,11.0,39.975489828,14139.0,0.1399493072509291,0.6365372374283895,0.21986036169120962,0,0
8200,65019.0,33540.0,HomeImp,Office,21.0,0.0,0.0,178.68792754,0.0,15.0,36.601698856,26623.0,0.24448419797257007,0.6479140328697851,0.28113879003558717,0,0
18400,110580.0,137926.0,DebtCon,ProfExe,6.0,0.0,0.0,93.432749909,0.0,13.0,29.116887715,27346.0,0.13340486927772863,0.6728589190375192,0.19826573669938952,0,0
10000,50070.0,60670.0,HomeImp,Other,5.0,2.0,0.0,15.233333333,0.0,1.0,34.818261819,10600.0,0.16482610845557935,0.9433962264150944,0.17471567496291412,0,1
14300,85478.0,113372.0,DebtCon,ProfExe,9.0,0.0,0.0,190.75304367,1.0,36.0,40.778142317,27894.0,0.12613343682743536,0.5126550512655051,0.2460395864940197,0,0
20800,176235.0,209695.0,DebtCon,Other,9.0,3.0,0.0,159.70677027,0.0,25.0,38.591939971,33460.0,0.0991916831588736,0.6216377764494919,0.15956508261999572,0,1
22600,61503.0,101786.0,HomeImp,ProfExe,17.0,0.0,0.0,398.56537894799993,1.0,24.0,21.686668612,40283.0,0.22203446446466116,0.5610307077427202,0.3957616961075197,0,0
12200,70722.0,81760.0,DebtCon,Other,0.0,0.0,0.0,219.78527278,3.0,26.0,30.277005376,11038.0,0.14921722113502936,1.1052726943286828,0.13500489236790605,0,0
6500,51724.0,87770.0,DebtCon,Unknown,4.0,0.0,0.0,209.32631158,4.0,29.0,30.343448604,36046.0,0.07405719494132391,0.1803251400987627,0.41068702290076337,0,0
22600,65019.0,55419.0,DebtCon,Other,7.0,0.0,0.0,299.95579613,0.0,18.0,39.095195695,26623.0,0.407802378245728,0.6479140328697851,0.28113879003558717,0,0
21700,92382.0,168708.0,Unknown,Mgr,13.0,2.0,5.0,249.24276294,1.0,24.0,29.369026403,76326.0,0.12862460582782084,0.28430678929853526,0.4524148232448965,0,1
6800,31000.0,42000.0,DebtCon,Mgr,3.5,1.0,0.0,106.26666667,2.0,26.0,34.818261819,11000.0,0.1619047619047619,0.6181818181818182,0.2619047619047619,0,1
25100,26211.0,42517.0,DebtCon,Other,28.0,0.0,0.0,313.33622787,1.0,12.0,31.295069566,16306.0,0.5903520944563351,1.539310683184104,0.38351718136274904,0,0
11300,29000.0,59900.0,HomeImp,Mgr,3.0,1.0,0.0,91.633333333,4.0,11.0,34.818261819,30900.0,0.18864774624373956,0.3656957928802589,0.5158597662771286,0,1
22100,95351.0,117905.0,DebtCon,Other,25.0,0.0,0.0,233.74845181,1.0,27.0,41.52372299,22554.0,0.18743903990500826,0.9798705329431586,0.1912895975573555,0,0
15000,36900.0,58600.0,HomeImp,Other,26.0,0.0,0.0,247.1,0.0,14.0,34.818261819,21700.0,0.25597269624573377,0.6912442396313364,0.3703071672354949,0,0
10800,194485.0,228670.0,HomeImp,ProfExe,1.0,0.0,0.0,75.458150356,1.0,4.0,28.370130884,34185.0,0.04722963222110465,0.31592803861342694,0.14949490532207985,0,0
15400,180017.0,206148.0,DebtCon,Mgr,2.0,0.0,2.0,196.03365793,1.0,49.0,36.417342576,26131.0,0.07470361099792382,0.5893383337798017,0.12675844538874984,0,0
18700,39821.0,60672.0,HomeImp,Other,26.0,0.0,0.0,243.86876302,0.0,14.0,23.35928056,20851.0,0.30821466244725737,0.8968394801208575,0.34366758966244726,0,0
25600,65030.0,92453.0,DebtCon,Other,5.0,0.0,0.0,173.46666667,0.0,0.0,35.028856424,27423.0,0.2768974505965193,0.933522955183605,0.2966155776448574,0,0
20000,86019.0,94350.0,DebtCon,Other,3.7,0.0,1.0,119.7,0.0,16.0,34.818261819,8331.0,0.21197668256491786,2.4006721882126993,0.08829888712241653,0,0
10000,22000.0,41250.0,HomeImp,Mgr,5.0,0.0,0.0,97.966666667,0.0,21.0,34.818261819,19250.0,0.24242424242424243,0.5194805194805194,0.4666666666666667,0,0
13500,80223.0,108491.0,DebtCon,ProfExe,4.0,0.0,4.0,127.8,2.0,27.0,34.818261819,28268.0,0.12443428487155617,0.4775718126503467,0.2605561751666037,0,0
18400,94952.0,129177.0,DebtCon,ProfExe,12.0,0.0,0.0,140.48070351,1.0,24.0,29.967505846,34225.0,0.14244021768581094,0.537618699780862,0.2649465462117869,0,0
21800,21000.0,45000.0,Unknown,ProfExe,20.0,0.0,0.0,256.7,1.0,19.0,34.818261819,24000.0,0.48444444444444446,0.9083333333333333,0.5333333333333333,0,0
11800,74512.0,93328.0,HomeImp,Office,4.0,4.0,0.0,117.91881998,1.0,16.0,47.48836861427997,18816.0,0.12643579633121893,0.627125850340136,0.20161152065832333,1,1
17400,56111.0,114521.0,HomeImp,Office,2.0,0.0,2.0,154.85552388,1.0,24.0,38.695083557,58410.0,0.15193719929095972,0.2978941961992809,0.5100374603784459,0,0
25000,46451.0,89600.0,DebtCon,Office,10.0,1.0,2.0,95.366666667,2.0,15.0,34.818261819,43149.0,0.27901785714285715,0.5793877030753899,0.4815736607142857,0,1
23100,95352.0,115077.0,DebtCon,Other,24.0,0.0,0.0,253.32937133,0.0,26.0,39.816800565,19725.0,0.2007351599363904,1.1711026615969582,0.17140697098464505,0,0
20000,59964.0,100000.0,DebtCon,Office,8.0,0.0,1.0,106.83333333,2.0,18.0,34.818261819,40036.0,0.2,0.4995504046358278,0.40036,0,0
35500,142713.0,196335.0,DebtCon,ProfExe,21.0,0.0,0.0,191.86611752,1.0,22.0,35.647442566,53622.0,0.1808134056586956,0.6620416993025251,0.2731148292459317,0,0
26000,45963.0,74279.0,DebtCon,Other,20.0,0.0,0.0,295.6669448,1.0,29.0,37.917272876,28316.0,0.3500316374749256,0.9182087865517728,0.381211378720769,0,0
18700,47903.0,63933.0,HomeImp,Office,3.0,0.0,0.0,120.41804194,1.0,17.0,32.977596653,16030.0,0.292493704346738,1.1665626949469745,0.25073123426086685,0,0
12100,28193.0,34705.0,DebtCon,Other,0.0,0.0,0.0,173.46666667,1.0,20.0,37.618026904,6512.0,0.3486529318541997,1.8581081081081081,0.18763866877971475,0,0
12900,89510.0,102628.0,HomeImp,Other,20.0,0.0,0.0,117.85717268,3.0,24.0,28.537354092,13118.0,0.12569669096153097,0.98338161305077,0.12782086759948552,0,0
11000,85474.0,118125.0,HomeImp,Office,2.5,2.0,0.0,132.93333333,1.0,9.0,34.818261819,32651.0,0.09312169312169312,0.33689626657682764,0.276410582010582,0,1
30800,125787.0,175196.0,DebtCon,Mgr,13.0,0.0,0.0,157.8776807,2.0,29.0,41.350974526,49409.0,0.1758031005274093,0.6233682122690198,0.28202127902463525,0,0
18900,65019.0,49442.0,DebtCon,Office,2.0,0.0,0.0,76.571848001,1.0,9.0,38.8759867,26623.0,0.3822660895594838,0.6479140328697851,0.28113879003558717,0,0
5100,66834.0,87361.0,HomeImp,Other,0.0,2.0,0.0,290.03410799,0.0,6.0,38.766985071,20527.0,0.0583784526276027,0.24845325668631557,0.2349675484483923,0,1
14900,87391.0,99494.0,HomeImp,Other,18.0,0.0,0.0,134.85999691,4.0,23.0,29.535058556,12103.0,0.14975777433815105,1.2310997273403288,0.1216455263633988,0,0
30500,108736.0,147531.0,DebtCon,Other,13.0,0.0,0.0,228.61035912,1.0,40.0,43.12276156,38795.0,0.2067362113725251,0.7861837865704343,0.2629616826294135,0,0
12000,76799.0,83864.0,DebtCon,Mgr,8.0,0.0,0.0,102.20427433,0.0,22.0,27.17193008,7065.0,0.14308881045502242,1.6985138004246285,0.08424353715539445,0,0
8300,57503.0,72704.0,DebtCon,Unknown,18.0,0.0,0.0,156.59370755,0.0,11.0,33.337118756,15201.0,0.11416153169014084,0.5460167094270114,0.20908065580985916,0,0
59800,42069.0,72082.0,DebtCon,Other,4.0,0.0,0.0,78.404073089,0.0,21.0,29.01621726,30013.0,0.8296107211231653,1.9924699296971313,0.4163730196165478,0,0
6000,24600.0,30500.0,HomeImp,Other,4.5,0.0,1.0,116.1,8.0,34.0,34.818261819,5900.0,0.19672131147540983,1.0169491525423728,0.19344262295081968,0,0
20000,27782.0,58313.0,DebtCon,ProfExe,16.0,0.0,0.0,185.17063715,1.0,20.0,38.68480699,30531.0,0.3429766947335929,0.6550718941403819,0.5235710733455662,0,0
23100,83458.0,107589.0,DebtCon,Mgr,24.0,0.0,0.0,314.06637396,1.0,43.0,38.043726208,24131.0,0.2147059643643867,0.957274874642576,0.22428872840160238,0,0
12900,70167.0,90812.0,HomeImp,Office,25.0,0.0,0.0,177.0806266,2.0,13.0,40.225695665,20645.0,0.14205171122759105,0.6248486316299346,0.2273377967669471,0,0
29500,231128.05999999994,289260.0,DebtCon,ProfExe,13.0,0.0,0.0,264.43150764,2.0,25.0,26.981363085,56459.0,0.10198437391965706,0.5225030553144759,0.19518426329253957,0,0
14100,61036.0,84979.0,HomeImp,Mgr,1.0,0.0,0.0,174.5911708,2.0,23.0,47.48836861427997,23943.0,0.16592334576777792,0.5888986342563588,0.28175196224949695,1,0
10600,46589.0,64559.0,HomeImp,Other,8.0,0.0,0.0,85.230876487,2.0,33.0,40.451392536,17970.0,0.1641908951501727,0.5898720089037285,0.2783500364008117,0,0
34800,121399.0,164000.0,DebtCon,Office,11.0,0.0,1.0,208.0,2.0,34.0,34.818261819,42601.0,0.2121951219512195,0.8168822328114363,0.2597621951219512,0,0
23500,68049.0,93394.0,DebtCon,Mgr,6.0,0.0,0.0,191.1124423,2.0,18.0,32.13282224,25345.0,0.2516221598817911,0.9272045768396133,0.2713771762639998,0,0
18200,4927.0,30198.0,DebtCon,Other,7.0,0.0,0.0,89.599838668,1.0,19.0,41.230526879,25271.0,0.602688919796013,0.7201931067231213,0.8368434995695079,0,0
21900,53598.0,74780.0,DebtCon,ProfExe,10.0,0.0,1.0,191.55190932,1.0,42.0,40.49010197,21182.0,0.2928590532227868,1.0338967047493155,0.28325755549612197,0,0
21900,10421.0,24808.0,DebtCon,Other,7.0,0.0,0.0,61.286698451,2.0,19.0,40.016621624,14387.0,0.8559897413865227,1.5222075484812678,0.5799338922928088,0,0
7500,33600.0,50125.0,DebtCon,Other,2.0,0.0,0.0,146.93333333,0.0,18.0,34.818261819,16525.0,0.14962593516209477,0.45385779122541603,0.32967581047381544,0,0
8900,58839.0,81223.0,DebtCon,Office,4.0,0.0,0.0,102.24646959,2.0,15.0,26.206409952,22384.0,0.10957487411201261,0.39760543245175123,0.27558696428351576,0,0
32900,9200.0,66056.0,DebtCon,Other,0.0,0.0,0.0,107.67343823,1.0,6.0,37.189551645,56856.0,0.4980622502119414,0.5786548473336147,0.8607242339832869,0,0
21700,91637.0,126105.0,HomeImp,Mgr,10.0,0.0,0.0,131.87535395,1.0,23.0,30.961292024,34468.0,0.17207882320288648,0.6295694557270511,0.2733277824035526,0,0
19800,99137.0,121781.0,HomeImp,Mgr,4.0,0.0,1.0,302.1278732,1.0,20.0,39.510628341,22644.0,0.16258693884924577,0.8744038155802861,0.18594033552031927,0,0
18600,15243.0,172611.0,HomeImp,Mgr,25.0,0.0,0.0,73.441538538,2.0,21.0,29.095882796,113310.33999999991,0.10775674783182995,0.1181942961720299,0.869194001980421,0,0
5700,100934.0,111496.0,HomeImp,Office,23.0,0.0,0.0,117.49959288,0.0,12.0,38.750562668,10562.0,0.05112291023893234,0.5396705169475479,0.09472985577957954,0,0
25100,46614.0,69750.0,DebtCon,Office,17.0,0.0,0.0,193.25257944,1.0,22.0,33.715351649,23136.0,0.35985663082437275,1.0848893499308436,0.3316989247311828,0,0
14600,206126.0,235912.0,HomeImp,ProfExe,10.0,0.0,0.0,236.50811644,0.0,21.0,30.181217161,29786.0,0.06188748346841195,0.49016316390250453,0.12625894401302182,0,0
11600,129432.0,198705.0,HomeImp,Office,0.0,0.0,0.0,341.04732919,0.0,16.0,39.963258508,69273.0,0.05837799753403286,0.16745340897608016,0.34862232958405676,0,0
16000,20648.0,167020.0,HomeImp,Self,5.0,0.0,0.0,315.46656561,0.0,26.0,25.912976009,113310.33999999991,0.09579691054963478,0.10931052387068566,0.869194001980421,0,0
11000,76958.0,88607.0,DebtCon,ProfExe,9.0,0.0,0.0,175.41182666,0.0,12.0,39.216775179,11649.0,0.12414369067906598,0.9442870632672332,0.1314681684291309,0,0
21800,65019.0,60392.0,DebtCon,Other,7.0,0.0,1.0,300.84142875,0.0,18.0,39.419136583,26623.0,0.36097496357133396,0.6479140328697851,0.28113879003558717,0,0
24200,68477.0,91598.0,DebtCon,Other,16.0,0.0,0.0,88.665201262,0.0,17.0,32.523092223,23121.0,0.2641979082512719,1.0466675316811556,0.2524181750693247,0,0
10800,64305.0,107374.0,DebtCon,ProfExe,9.0,0.0,0.0,97.861325762,0.0,36.0,36.996385659,43069.0,0.10058300892208542,0.2507604077178481,0.40111200104308303,0,0
38100,33446.0,73289.0,DebtCon,ProfExe,5.0,0.0,0.0,180.84781496,1.0,18.0,23.820415335,39843.0,0.5198597333842733,0.9562532941796551,0.5436422928406719,0,0
7400,2063.0,100448.0,HomeImp,Other,7.0,0.0,0.0,96.133333333,0.0,14.0,34.818261819,98385.0,0.0736699585855368,0.07521471769070488,0.869194001980421,0,0
9400,85448.0,94101.0,DebtCon,Other,2.0,0.0,0.0,104.11336317,2.0,32.0,39.54184797,8653.0,0.09989266851574372,1.0863284410031202,0.0919543894326309,0,0
8700,57254.0,86883.0,HomeImp,Other,16.0,0.0,0.0,172.16656274,0.0,28.0,25.043436747,29629.0,0.10013466385829219,0.29363123966384286,0.3410218339606137,0,0
10000,88777.5,112014.0,DebtCon,ProfExe,13.0,0.0,0.0,182.63333333,2.0,18.0,34.818261819,23236.5,0.0892745549663435,0.4303574118305252,0.20744281964754405,0,0
16600,65019.0,56631.0,DebtCon,Office,2.0,0.0,0.0,98.760223233,1.0,8.0,39.799527401,26623.0,0.2931256732178489,0.6479140328697851,0.28113879003558717,0,0
36800,125894.0,172184.0,DebtCon,Office,11.0,0.0,1.0,214.73116034,1.0,33.0,43.847543717,46290.0,0.21372485248338985,0.7949881183841002,0.26884031036565537,0,0
8700,52388.0,64332.0,HomeImp,Other,1.0,0.0,0.0,91.112060841,1.0,12.0,36.874927508,11944.0,0.13523596343965677,0.7283991962491627,0.18566187900267364,0,0
17500,68000.0,133015.0,DebtCon,Office,19.0,1.0,1.0,177.5,5.0,21.0,34.818261819,65015.0,0.13156410931097998,0.26916865338767976,0.4887794609630493,0,1
12300,35651.0,59795.0,HomeImp,Other,22.0,0.0,0.0,118.65306415,0.0,23.0,40.662981652,24144.0,0.205702817961368,0.5094433399602386,0.4037795802324609,0,0
16200,22956.0,44866.0,DebtCon,Mgr,16.0,0.0,0.0,114.75901917,1.0,17.0,24.090882167,21910.0,0.36107520171176394,0.7393884071200365,0.48834306601881156,0,0
12300,141020.0,157511.0,HomeImp,ProfExe,4.0,0.0,1.0,398.56537894799993,0.0,43.0,29.583184253,16491.0,0.07808978420554755,0.745861378933964,0.10469744970192559,0,0
24200,37500.0,89235.5,Unknown,ProfExe,4.0,0.0,0.0,123.8,0.0,14.0,34.818261819,26623.0,0.17052682455753387,0.6479140328697851,0.28113879003558717,0,0
31800,126316.0,180750.0,DebtCon,Mgr,14.0,0.0,0.0,167.85725585,2.0,28.0,42.633437183,54434.0,0.17593360995850624,0.584193702465371,0.3011562932226833,0,0
10000,63005.0,78500.0,DebtCon,Other,3.0,0.0,0.0,171.76666667,1.0,35.0,34.818261819,15495.0,0.12738853503184713,0.6453694740238787,0.19738853503184714,0,0
42700,9330.0,67950.0,HomeImp,Office,7.0,0.0,0.0,305.70315333,0.0,19.0,12.846006168,58620.0,0.6284032376747608,0.7284203343568748,0.8626931567328918,0,0
28000,96015.0,127551.0,DebtCon,ProfExe,0.0,1.0,0.0,196.52348814,3.0,37.0,34.871643115,31536.0,0.21952003512320561,0.8878741755454084,0.24724227955876474,0,1
8300,67839.0,76502.0,DebtCon,ProfExe,9.0,0.0,0.0,58.560174005,3.0,24.0,38.974293529,8663.0,0.10849389558442916,0.958097656700912,0.11323886957203733,0,0
8000,84730.0,123455.0,HomeImp,Other,9.0,0.0,0.0,173.46666667,1.0,20.0,40.032649334,38725.0,0.0648009396136244,0.2065848934796643,0.3136770483172006,0,0
10000,66399.0,78000.0,Unknown,ProfExe,0.9,0.0,0.0,112.6,0.0,15.0,34.818261819,11601.0,0.1282051282051282,0.861994655633135,0.14873076923076922,0,0
11000,41000.0,63450.0,HomeImp,Other,2.9,0.0,0.0,173.46666667,1.0,20.0,34.818261819,22450.0,0.17336485421591805,0.48997772828507796,0.3538219070133964,0,0
23500,62742.0,111921.0,DebtCon,ProfExe,15.0,0.0,3.0,282.97601589,0.0,36.0,27.148205463,49179.0,0.20996953208066405,0.47784623518168323,0.4394081539657437,0,0
41200,141705.0,207314.0,HomeImp,ProfExe,6.0,0.0,0.0,144.62241831,0.0,31.0,36.776263557,65609.0,0.19873235767965503,0.6279626270786021,0.3164716324030215,0,0
5900,65019.0,51189.0,HomeImp,Unknown,1.0,0.0,0.0,173.46666667,0.0,0.0,12.749180645,26623.0,0.11525913770536639,0.6479140328697851,0.28113879003558717,0,0
25000,109000.0,175000.0,DebtCon,Sales,17.0,0.0,0.0,298.33333333,1.0,31.0,34.818261819,66000.0,0.14285714285714285,0.3787878787878788,0.37714285714285717,0,0
35800,93309.0,137370.0,DebtCon,Other,12.0,0.0,0.0,70.024704689,0.0,36.0,41.861646853,44061.0,0.2606100313023222,0.8125099294160368,0.320746887966805,0,0
45200,89427.0,157731.0,DebtCon,Other,17.0,0.0,0.0,209.76702855,8.0,18.0,39.167062892,68304.0,0.2865638333618629,0.6617474818458655,0.4330410635829355,0,0
4200,34800.0,50225.0,HomeImp,Other,2.0,1.0,0.0,93.5,1.0,5.0,34.818261819,15425.0,0.08362369337979095,0.27228525121555913,0.30711796913887507,0,1
6300,79667.0,96988.0,DebtCon,ProfExe,1.0,0.0,0.0,173.46666667,1.0,20.0,29.835960721,17321.0,0.06495648946261393,0.36372033947231686,0.1785891038066565,0,0
18100,53524.0,102133.0,HomeImp,Other,0.0,0.0,3.0,52.94238739,1.0,9.0,40.616797274,48609.0,0.17721989954275308,0.3723590281635088,0.4759382373963362,0,0
35300,83439.0,134691.0,DebtCon,Mgr,29.940999999999985,0.0,0.0,355.80603077,0.0,20.0,41.883071254,51252.0,0.2620813565865574,0.6887536096152346,0.3805154019199501,0,0
11000,102000.0,120000.0,DebtCon,Unknown,3.0,0.0,0.0,125.8,1.0,26.0,34.818261819,18000.0,0.09166666666666666,0.6111111111111112,0.15,0,0
17200,33073.0,85654.0,DebtCon,ProfExe,7.0,0.0,0.0,163.39478871,1.0,20.0,28.274888868,52581.0,0.20080790155742873,0.327114356896978,0.6138767599878582,0,0
8300,67715.0,86945.0,DebtCon,ProfExe,14.0,0.0,0.0,221.47492481,0.0,17.0,25.194297211,19230.0,0.09546264880096612,0.43161726469058764,0.2211743055954914,0,0
8500,47777.0,78979.0,HomeImp,Other,18.0,0.0,0.0,202.95427654,1.0,16.0,34.828647504,31202.0,0.10762354549943656,0.27241843471572336,0.39506704313804936,0,0
25300,65019.0,33975.0,HomeImp,Other,23.0,0.0,0.0,79.163259538,2.0,14.0,27.179225539,26623.0,0.7446651949963208,0.6479140328697851,0.28113879003558717,0,0
17100,22162.0,128989.0,DebtCon,Other,11.0,0.0,0.0,367.9970935,0.0,9.0,40.640916113,106827.0,0.1325694439060695,0.16007189193743154,0.8281868996581104,0,0
5000,40000.0,32480.0,HomeImp,Other,8.0,3.0,2.0,163.36666667,1.0,16.0,34.818261819,-7520.0,0.1539408866995074,-0.6648936170212766,-0.2315270935960591,0,1
44900,95410.0,157649.0,DebtCon,Other,16.0,0.0,1.0,216.10104618,4.0,31.0,40.483515251,62239.0,0.28480992584792797,0.7214126190973505,0.3947947655868417,0,0
16500,47636.0,59586.0,DebtCon,Other,16.0,0.0,0.0,284.06554203,0.0,21.0,29.969006333,11950.0,0.2769106837176518,1.3807531380753137,0.20055046487429934,0,0
15000,153000.0,185625.0,DebtCon,Mgr,8.0,0.0,2.0,154.2,1.0,31.0,34.818261819,32625.0,0.08080808080808081,0.45977011494252873,0.17575757575757575,0,0
10800,31149.0,67239.0,DebtCon,Mgr,7.0,0.0,0.0,173.46666667,1.0,20.0,35.265437376,36090.0,0.16062106813010307,0.29925187032418954,0.5367420693347611,0,0
15800,65019.0,96579.0,DebtCon,Office,28.0,0.0,0.0,328.21049264,0.0,15.0,12.1535212,26623.0,0.16359664109174873,0.6479140328697851,0.28113879003558717,0,0
9200,55643.0,75267.0,HomeImp,Other,2.0,0.0,1.0,224.88223202,2.0,15.0,35.629354389,19624.0,0.12223152244675621,0.4688136975132491,0.2607251517929504,0,0
24500,21470.0,52228.0,DebtCon,Other,25.0,0.0,0.0,124.55994931,0.0,11.0,23.888121681,30758.0,0.4690970360726047,0.7965407373691398,0.5889178218580072,0,0
14000,83645.0,101615.0,HomeImp,ProfExe,5.0,0.0,0.0,116.33768431,0.0,26.0,28.296734839,17970.0,0.13777493480293262,0.7790762381747357,0.1768439698863357,0,0
8300,65019.0,47244.0,HomeImp,Other,6.0,0.0,0.0,173.46666667,1.0,20.0,34.818261819,26623.0,0.17568368470070272,0.6479140328697851,0.28113879003558717,0,0
47600,65019.0,86652.0,HomeImp,Office,7.0,0.0,0.0,304.05810226,0.0,13.0,31.571294918,26623.0,0.549323731708443,0.6479140328697851,0.28113879003558717,0,0
10300,51787.0,86200.0,HomeImp,Other,17.0,0.0,0.0,203.73276258,0.0,16.0,34.435246045,34413.0,0.11948955916473318,0.29930549501641823,0.3992227378190255,0,0
15200,137128.0,184660.0,DebtCon,Mgr,11.0,0.0,0.0,254.35602009,0.0,21.0,28.815035637,47532.0,0.08231344091844471,0.3197845661869898,0.25740279432470486,0,0
18900,103130.0,120119.0,DebtCon,Other,7.0,0.0,0.0,292.7517427,1.0,19.0,30.681688914,16989.0,0.15734396723249444,1.1124845488257107,0.14143474387898666,0,0
18000,54196.0,71412.0,DebtCon,ProfExe,10.0,0.0,0.0,189.87427039,1.0,42.0,37.352105103,17216.0,0.2520584775667955,1.045539033457249,0.24107993054388618,0,0
10800,44355.0,57742.0,HomeImp,Other,20.0,0.0,1.0,129.73199214,0.0,22.0,38.042767861,13387.0,0.1870388971632434,0.8067528198999029,0.23184164040040178,0,0
11000,52602.0,61496.0,DebtCon,Other,13.0,0.0,0.0,107.34006616,0.0,22.0,37.699108592,8894.0,0.17887342266163653,1.2367888464133123,0.1446272928320541,0,0
60869,87651.0,224630.0,HomeImp,Self,9.0,0.0,2.0,73.469630013,3.0,13.0,40.929793264,113310.33999999991,0.3445666206650937,0.5650501171712452,0.6097983350398433,0,0
22600,231128.05999999994,260000.0,HomeImp,Self,6.0,1.0,0.0,244.53333333,3.0,50.0,34.818261819,27000.0,0.08692307692307692,0.837037037037037,0.10384615384615385,0,1
22000,70139.0,95042.0,DebtCon,Other,2.0,0.0,0.0,97.908582906,2.0,29.0,32.524528239,24903.0,0.23147661034069147,0.8834276994739589,0.26202100124155636,0,0
8600,65019.0,25000.0,HomeImp,Other,0.0,4.0,0.0,64.866666667,2.0,27.0,34.818261819,26623.0,0.344,0.6479140328697851,0.28113879003558717,0,1
24500,95736.0,134000.0,HomeImp,Mgr,1.5,0.0,1.0,122.5,2.0,20.0,34.818261819,38264.0,0.1828358208955224,0.6402885218482124,0.28555223880597014,0,0
13800,76537.0,108747.0,DebtCon,Other,5.0,0.0,0.0,73.075238088,1.0,14.0,34.2526057,32210.0,0.12690005241523905,0.4284383731760323,0.2961920788619456,0,0
16100,105719.0,116491.0,DebtCon,Other,1.0,0.0,0.0,117.87361206,2.0,20.0,38.763699701,10772.0,0.13820810191345254,1.4946156702562199,0.09247066296967148,0,0
18500,14111.0,71628.0,DebtCon,Office,7.0,0.0,0.0,246.99093051,0.0,22.0,39.611541723,57517.0,0.2582788853520969,0.3216440356764087,0.8029960350700843,0,0
49300,40724.0,102546.0,HomeImp,Self,6.0,0.0,0.0,211.44931383,1.0,36.0,39.037679093,61822.0,0.48075985411425115,0.7974507456892368,0.6028709067150352,0,0
34500,109000.0,159500.0,DebtCon,Other,7.0,0.0,0.0,250.63333333,3.0,14.0,34.818261819,50500.0,0.21630094043887146,0.6831683168316832,0.3166144200626959,0,0
